Body Type,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission,Glass,Metal,Paper,Plastic,Airfryer,Grill,Microwave,Oven,Stove,Sex_male,Social Activity_often,Social Activity_sometimes,Energy efficiency_Sometimes,Energy efficiency_Yes
3,0,2,3,1,0,-0.8843256335398316,4,-0.057945994554477825,3,-1.5196894394328635,-0.30104081498941043,-0.007415979854361704,-0.12218192432381292,2482,0,1,1,0,0,0,1,0,0,False,True,False,False,False
0,3,1,3,1,0,-0.8151027087161261,3,-0.7075036454353694,2,-0.5148032135300246,-0.8639443583503124,0.12865704499630956,0.42750618420756953,1363,1,1,1,0,0,0,0,0,1,True,False,False,False,True
1,2,1,0,2,2,-1.410419862199994,1,2.3431425981958993,3,-1.0172463264814442,1.5283957009335207,1.2852777562270155,0.977194292738952,3645,1,0,0,0,0,0,0,0,0,False,False,False,False,False
0,2,3,0,0,0,-1.3411969373762884,0,-0.7237516133562366,3,0.9925261253242339,-0.8639443583503124,-1.5042192532117458,-0.12218192432381292,1678,0,1,0,0,1,1,0,0,1,True,True,False,False,False
2,0,1,3,2,4,1.3861863006777109,4,1.4177305586140623,2,-1.5196894394328635,-1.708299673391665,0.26473006984698083,-0.3970259785895041,2738,0,0,0,1,0,0,1,0,1,True,False,True,True,False
2,2,3,3,1,0,-1.5765548817768873,3,-0.11030055785504995,1,0.4900830123728144,-1.4268479017112141,-1.43618274078641,0.5649282113404152,1741,1,0,1,0,0,0,1,0,1,True,True,False,False,True
1,3,3,3,0,0,-0.1090288755143293,1,-0.7273622728942071,1,1.4949692382756534,0.5433145000519424,-1.3681462283610746,-1.6338242227851147,898,0,0,1,1,0,0,1,1,1,False,False,False,True,False
0,0,0,3,1,0,1.3861863006777109,1,-0.5352751854741769,3,1.4949692382756534,1.5283957009335207,0.6729491443989947,0.8397722656061064,2181,0,0,0,0,0,0,0,1,0,False,True,False,False,True
1,3,2,2,1,0,-1.5627102968121462,3,-0.12113253646896144,1,1.4949692382756534,-0.019589043308959476,-0.14348900470503298,0.2900841570747239,1963,0,1,0,0,1,1,1,1,1,False,False,False,True,False
0,1,3,0,1,0,0.6108895426522085,0,-0.1994838484429211,3,0.4900830123728144,0.121136842531266,0.4688396071229878,-1.221558141386578,1893,0,1,1,1,0,0,0,1,0,True,True,False,False,True
3,2,2,3,1,0,0.48628827796953855,3,-0.3843496167870103,2,-0.5148032135300246,0.9654921575726189,-1.3681462283610746,-0.25960395145665854,1528,1,1,1,0,1,1,0,1,1,False,False,False,False,False
2,2,3,3,2,1,0.27861950349842185,4,2.2243518993966704,2,-0.01236010057860512,0.40258861421171693,1.3533142686523512,0.7023502384732607,6637,1,0,0,0,0,0,0,1,1,True,False,False,True,False
0,1,3,0,2,5,1.649233415007792,4,0.4424914174082324,3,-1.0172463264814442,-0.7232184725100869,-1.640292278062417,-0.5344480057223497,2484,1,0,0,1,1,1,0,0,1,False,False,False,True,False
0,1,2,1,0,0,0.417065353145833,4,-0.7056983156663841,2,0.9925261253242339,-0.8639443583503124,0.5368761195483234,1.66430442840318,2565,0,1,1,1,1,1,1,1,0,False,True,False,True,False
2,2,3,3,1,0,0.901625826911772,3,-0.22620272902390276,2,-0.01236010057860512,-0.16031492914918494,-0.6877811041077181,0.2900841570747239,1760,0,1,0,0,1,1,1,0,0,False,False,True,False,True
2,1,1,1,1,0,-0.690501444033456,0,-0.018950871544396508,0,0.9925261253242339,0.121136842531266,0.809022169249666,0.7023502384732607,1860,0,1,0,1,1,1,0,1,0,True,True,False,False,False
2,2,2,2,1,0,1.1785175262065941,1,-0.6190424867550923,2,0.9925261253242339,0.8247662717323934,1.4213507810776866,-0.9467140871208866,2170,1,1,0,1,0,0,1,0,0,True,True,False,True,False
3,1,3,0,0,0,0.7493353922996197,4,-0.7093089752043545,2,-1.5196894394328635,-0.019589043308959476,0.06062053257097393,1.389460374137489,2942,0,1,0,1,1,1,0,0,1,False,False,True,False,True
1,1,1,2,2,3,1.150828356277112,1,-0.7208630857258602,3,-0.5148032135300246,1.2469439292530697,0.809022169249666,-0.25960395145665854,1562,0,0,1,0,1,1,0,0,0,False,False,False,True,False
3,3,0,0,1,0,0.09863989895678739,0,-0.6327629929993802,0,1.4949692382756534,-0.30104081498941043,0.3327665822723165,0.2900841570747239,1746,1,0,0,0,1,1,0,1,0,True,False,False,False,True
0,3,0,3,2,3,0.4585991080400563,4,2.648243329154406,3,-0.5148032135300246,-1.1453961300307633,0.4688396071229878,1.66430442840318,4734,1,1,1,0,0,0,0,0,1,True,True,False,False,False
3,3,2,0,1,0,-0.6489676891392328,0,-0.1384637022512198,3,-0.5148032135300246,-1.2861220158709887,1.0811682189510086,-0.3970259785895041,1903,1,1,1,1,1,1,1,1,1,True,False,False,False,True
0,3,1,3,0,0,0.1263290688862696,1,-0.7233905474024395,1,0.4900830123728144,0.26186272837149144,-0.6877811041077181,-0.809292059988041,903,0,0,1,1,0,0,0,0,0,False,True,False,True,False
3,1,1,1,1,0,-0.316697649985446,3,-0.03483777351146668,0,-0.01236010057860512,-0.7232184725100869,-1.096000178659732,0.2900841570747239,1829,0,0,0,1,1,1,0,0,1,False,False,True,False,True
3,3,3,0,0,0,0.5139774478990208,1,-0.7075036454353694,1,0.9925261253242339,0.26186272837149144,1.4213507810776866,1.1146163198717975,2041,0,0,1,1,0,0,1,0,1,False,False,False,True,False
0,2,3,2,0,0,0.901625826911772,4,-0.7002823263594283,2,0.4900830123728144,-0.5824925866698614,-1.640292278062417,-0.3970259785895041,2234,1,1,1,1,1,1,0,1,1,True,False,True,True,False
1,1,3,1,0,0,-1.0366160681519838,3,-0.7288065367093952,1,1.4949692382756534,-0.30104081498941043,0.5368761195483234,0.5649282113404152,2167,1,0,1,0,0,0,1,0,0,True,True,False,False,True
0,1,0,2,0,0,0.8600920720175486,4,-0.7075036454353694,0,0.4900830123728144,-0.16031492914918494,-0.27956202955570425,-1.0841361142537322,2426,1,1,0,1,0,0,1,1,0,True,True,False,True,False
1,2,1,0,0,0,-0.9812377282930194,3,-0.7306118664783805,0,-1.0172463264814442,0.26186272837149144,0.40080309469765213,-0.6718700328551954,1770,0,1,0,1,1,1,1,1,0,False,True,False,True,False
0,0,1,2,0,0,-0.012116780761141513,1,-0.7313339983859746,2,0.4900830123728144,-0.16031492914918494,0.5368761195483234,-0.6718700328551954,1580,1,0,1,0,0,0,1,1,1,False,False,True,False,False
2,2,1,3,1,0,-1.5211765419179228,3,-0.27169703920233096,0,1.4949692382756534,1.2469439292530697,-0.8238541289583894,0.5649282113404152,1869,0,1,0,1,0,0,0,1,1,True,True,False,True,False
3,3,2,1,0,0,1.2062066961360765,4,-0.6981159306366461,0,1.4949692382756534,0.9654921575726189,0.26473006984698083,1.66430442840318,2575,0,1,1,1,1,1,1,1,0,False,False,False,True,False
1,2,0,2,0,0,-0.8289472936808672,3,-0.704615117804993,0,-0.01236010057860512,0.9654921575726189,-1.3681462283610746,-1.0841361142537322,1397,0,1,0,1,1,1,0,0,0,True,False,True,False,False
3,1,3,1,2,2,1.6076996601135687,0,-0.5172218877843244,3,0.4900830123728144,0.9654921575726189,1.0811682189510086,-0.6718700328551954,2145,1,0,1,1,1,1,1,1,1,False,True,False,False,True
2,1,0,0,2,3,0.16786282378049294,1,2.517537453879874,1,-1.0172463264814442,-0.019589043308959476,0.6729491443989947,1.1146163198717975,4314,1,0,1,1,1,1,0,1,0,True,False,False,True,False
2,0,1,3,1,0,-1.0781498230462072,4,-0.6641757309797235,0,0.9925261253242339,-0.44176670082963587,0.4688396071229878,-1.221558141386578,2215,0,1,0,0,1,1,0,1,0,False,False,True,False,False
3,0,3,0,1,0,-0.5659001793507861,3,-0.6298744653690038,3,0.4900830123728144,0.8247662717323934,0.26473006984698083,-0.3970259785895041,3501,0,0,0,0,0,0,0,0,0,True,False,False,True,False
2,3,1,0,2,3,-0.4689880845975982,0,2.706736013669528,1,-1.0172463264814442,0.9654921575726189,0.6729491443989947,-0.5344480057223497,3933,0,1,0,0,1,1,0,1,0,True,False,True,False,True
2,1,1,1,2,5,-0.676656859068715,1,-0.18937400173660374,3,0.4900830123728144,-0.5824925866698614,1.6254603183536935,-1.0841361142537322,2554,1,0,1,0,0,0,1,1,0,True,False,True,True,False
1,3,0,3,2,2,1.0123825066297008,4,2.551477653536797,0,-1.5196894394328635,0.8247662717323934,0.06062053257097393,-0.5344480057223497,4300,0,1,0,0,0,0,1,0,0,True,False,False,False,True
2,0,2,1,1,0,-0.441298914668116,3,-0.29949911764470377,1,0.4900830123728144,-0.019589043308959476,1.0811682189510086,-0.3970259785895041,2577,1,1,0,1,1,1,1,1,0,True,False,False,False,True
3,1,0,1,2,5,-1.5211765419179228,4,1.7206648938497866,2,0.4900830123728144,1.6691215867737461,-1.640292278062417,-1.6338242227851147,3422,1,0,1,1,0,0,0,0,0,False,False,True,False,False
1,3,0,3,1,0,0.541666617828503,4,-0.06047345623105717,3,-1.0172463264814442,0.9654921575726189,-1.0279636662343963,0.2900841570747239,2220,1,1,0,0,1,1,0,0,0,True,False,False,False,False
0,3,1,2,1,0,1.0954500164181475,1,-0.5619940660551586,0,0.9925261253242339,1.1062180434128444,-1.640292278062417,0.7023502384732607,1213,0,0,0,0,1,1,0,1,1,False,True,False,False,True
2,3,3,2,2,3,0.8600920720175486,0,2.0134893823791935,2,1.4949692382756534,-1.4268479017112141,0.40080309469765213,0.1526621299418783,3904,1,0,1,1,1,1,1,0,1,True,False,True,True,False
2,0,0,3,0,0,0.2370857486041985,0,-0.7028097880360077,0,-0.01236010057860512,1.1062180434128444,0.6049126319736591,0.7023502384732607,1097,0,1,1,0,1,1,1,1,0,False,False,False,True,False
1,0,2,0,1,0,-0.41360974473863377,1,-0.5605498022399703,0,0.4900830123728144,1.3876698150932953,-1.0279636662343963,1.389460374137489,1466,0,1,0,1,0,0,1,0,0,False,True,False,False,True
0,3,0,0,2,1,-0.7735689538219027,4,1.2368365157617407,1,0.4900830123728144,-0.16031492914918494,-1.1640366910850675,1.66430442840318,3728,0,1,1,1,0,0,1,1,1,False,False,False,False,True
1,1,2,3,0,0,1.5246321503251221,0,-0.7056983156663841,0,0.4900830123728144,0.8247662717323934,-1.640292278062417,-0.25960395145665854,869,0,1,0,0,0,0,1,1,0,False,True,False,False,False
0,3,2,1,1,0,0.5693557877579852,4,-0.19623425485874768,2,-0.5148032135300246,-1.1453961300307633,-0.9599271538090607,-1.6338242227851147,2067,0,0,0,0,1,1,0,1,1,False,False,False,False,True
2,2,0,1,2,1,-1.175061917799395,1,1.5155794320930627,0,-1.0172463264814442,1.1062180434128444,-1.640292278062417,-0.12218192432381292,2922,0,1,1,0,0,0,1,0,0,False,False,True,False,True
2,3,3,3,1,0,-0.5797447643155271,4,-0.15290634040310178,2,-0.5148032135300246,-0.8639443583503124,1.0131317065256729,-0.12218192432381292,2452,1,1,0,0,1,1,0,0,0,False,False,True,True,False
1,2,3,3,0,0,1.2477404510302998,3,-0.7125585687885281,2,-1.5196894394328635,-0.8639443583503124,-1.5042192532117458,0.7023502384732607,1271,0,0,0,1,0,0,0,1,0,False,True,False,True,False
3,3,0,1,0,0,0.8877812419470308,3,-0.7176134921416867,0,-1.0172463264814442,0.121136842531266,1.4893872935030223,0.42750618420756953,2342,1,0,1,1,0,0,0,0,1,True,False,False,False,True
1,1,2,2,1,0,-0.38592057480915154,3,-0.44717509274769685,1,-1.0172463264814442,1.5283957009335207,1.4893872935030223,-0.5344480057223497,1954,0,0,0,1,0,0,1,0,1,False,False,False,False,True
2,0,2,2,0,0,-1.7150007314242983,4,-0.7277233388480041,2,0.9925261253242339,1.5283957009335207,0.5368761195483234,1.1146163198717975,3676,0,0,0,1,0,0,1,1,1,True,False,True,True,False
0,2,3,1,0,0,-0.27516389509122263,4,-0.7277233388480041,2,-0.01236010057860512,-1.4268479017112141,-0.8238541289583894,1.389460374137489,2416,1,0,1,1,0,0,1,0,0,True,False,True,False,True
1,0,1,1,0,0,-0.5797447643155271,4,-0.7154470964189045,3,0.4900830123728144,-0.44176670082963587,0.7409856568243304,1.66430442840318,2553,1,0,0,1,0,0,0,0,0,False,False,False,True,False
2,3,2,2,2,4,0.029416974133081825,0,0.044235670370087105,1,-1.5196894394328635,0.9654921575726189,1.2852777562270155,1.66430442840318,1451,1,1,1,1,1,1,0,1,0,True,True,False,False,False
0,1,1,2,1,0,1.0539162615239241,4,-0.6656199947949116,0,-0.5148032135300246,-0.019589043308959476,-0.27956202955570425,1.2520383470046432,2079,1,0,0,1,0,0,0,0,0,False,True,False,False,True
0,3,1,0,2,2,1.040071676559183,0,1.8033489972693109,1,0.9925261253242339,-0.44176670082963587,-0.14348900470503298,-1.496402195652269,3318,1,0,0,1,0,0,0,1,0,True,True,False,False,False
0,0,2,0,0,0,0.0017278042035995989,0,-0.7262790750328159,3,0.4900830123728144,0.40258861421171693,-0.4836715668317112,0.1526621299418783,1730,1,1,0,0,0,0,0,0,1,True,False,False,False,False
3,3,0,0,1,0,0.417065353145833,0,-0.507112041078007,1,0.9925261253242339,1.3876698150932953,1.557423805928358,-1.221558141386578,2435,0,1,0,1,1,1,1,0,1,True,True,False,False,False
3,0,3,1,0,0,1.4692538104661577,0,-0.7313339983859746,0,-0.5148032135300246,-0.8639443583503124,0.6049126319736591,1.1146163198717975,1571,0,0,1,1,0,0,1,1,0,False,False,False,False,True
1,0,2,3,2,4,1.275429620959782,1,0.9548440058462453,2,-1.0172463264814442,-1.4268479017112141,-1.5042192532117458,1.389460374137489,1259,0,0,0,0,0,0,0,1,1,False,False,True,False,False
0,1,1,1,1,0,-0.16440721537329375,4,-0.5677711213159113,2,0.4900830123728144,-1.5675737875514397,0.4688396071229878,0.977194292738952,2550,0,0,1,0,0,0,0,0,0,False,True,False,False,True
3,1,2,2,1,0,-0.8427918786456082,4,-0.44789722465529097,0,0.9925261253242339,-1.2861220158709887,-0.891890641383725,0.977194292738952,2772,0,0,1,0,1,1,1,0,1,False,True,False,False,False
0,3,0,2,0,0,-1.3688861073057705,4,-0.705337249712587,1,0.4900830123728144,-1.1453961300307633,1.2852777562270155,0.977194292738952,2093,0,1,1,1,0,0,1,0,1,False,False,False,False,False
0,3,0,3,0,0,-0.9812377282930194,1,-0.72700120694041,0,0.4900830123728144,-0.5824925866698614,1.2172412438016798,-0.25960395145665854,937,1,0,1,1,0,0,1,0,1,False,False,True,True,False
2,0,2,0,0,0,0.5970449576874675,0,-0.7273622728942071,2,0.9925261253242339,0.6840403858921679,1.2852777562270155,0.7023502384732607,2496,0,0,1,1,0,0,0,0,1,True,False,False,False,False
3,0,0,0,1,0,-1.0643052380814662,0,-0.014618080098831919,0,0.4900830123728144,1.1062180434128444,-1.43618274078641,0.8397722656061064,1496,0,0,1,1,1,1,1,0,0,True,False,False,True,False
0,2,3,0,2,5,0.6247341276169497,0,0.17313621587563366,2,-0.5148032135300246,-0.16031492914918494,0.06062053257097393,1.1146163198717975,1555,0,1,1,0,0,0,1,1,1,False,False,True,False,True
1,2,1,2,2,1,1.3861863006777109,3,-0.17457029763092471,0,-0.01236010057860512,0.40258861421171693,-0.9599271538090607,1.389460374137489,2044,0,0,1,1,1,1,1,1,0,False,False,True,False,True
3,0,2,2,2,4,1.1092946013828886,0,0.5352853675340741,2,-0.01236010057860512,-0.019589043308959476,0.9450951941003373,0.977194292738952,2066,1,0,0,1,0,0,1,0,1,False,False,True,False,False
3,1,2,2,2,4,0.6108895426522085,3,1.6152336353410484,3,0.9925261253242339,1.5283957009335207,-0.07545249227969734,-1.6338242227851147,2400,0,1,1,0,1,1,1,0,1,False,False,False,False,True
2,2,2,2,2,4,-1.6319332216358517,1,2.3752774680838367,1,1.4949692382756534,1.1062180434128444,-1.096000178659732,-0.3970259785895041,1852,1,0,0,0,1,1,1,1,0,True,True,False,True,False
1,0,0,1,2,1,0.417065353145833,3,1.5960971397898047,1,1.4949692382756534,0.40258861421171693,0.12865704499630956,-1.221558141386578,4814,0,1,1,1,1,1,1,0,1,True,True,False,False,True
2,0,0,0,1,0,-0.9673931433282783,4,-0.37640616580347525,2,-0.5148032135300246,-0.44176670082963587,0.6729491443989947,-0.9467140871208866,2584,1,1,1,1,0,0,0,0,1,False,False,True,True,False
1,0,2,1,1,0,-1.1196835779404306,3,-0.020756201313381756,3,0.9925261253242339,-1.1453961300307633,1.4213507810776866,-0.3970259785895041,2614,0,0,0,0,0,0,0,1,0,False,False,True,False,True
2,1,1,3,2,1,-1.535021126882664,3,2.7973635680725875,3,-0.01236010057860512,-0.16031492914918494,-0.41563505440637555,1.2520383470046432,5409,1,0,0,0,1,1,0,0,0,False,False,False,True,False
2,3,3,1,1,0,-1.4796427870236994,3,-0.46450625852995525,1,0.9925261253242339,-0.16031492914918494,-0.8238541289583894,0.8397722656061064,1971,1,1,0,0,0,0,0,0,1,True,False,False,False,True
1,1,1,2,1,0,-1.3827306922705116,0,-0.16734897855498373,0,0.9925261253242339,0.9654921575726189,1.1492047313763443,0.977194292738952,1423,1,0,0,0,0,0,0,1,0,False,False,True,True,False
2,1,0,0,1,0,-0.5243664244565627,4,-0.40673570592242736,0,0.4900830123728144,-1.5675737875514397,-1.3001097159357389,0.7023502384732607,2779,0,0,1,1,1,1,0,1,0,True,False,True,False,True
2,1,1,3,0,0,-0.8012581237513849,0,-0.7219462835872513,0,-1.0172463264814442,1.6691215867737461,0.4688396071229878,-0.12218192432381292,1034,1,1,0,0,1,1,0,0,0,False,True,False,False,False
1,2,2,0,1,0,0.09863989895678739,0,-0.3857938806021985,3,-0.01236010057860512,-1.0046702441905377,1.2852777562270155,1.5268824012703344,2093,1,1,1,1,1,1,0,1,0,True,True,False,True,False
3,3,2,0,1,0,-1.5765548817768873,3,-0.3395774385161762,1,1.4949692382756534,0.6840403858921679,0.6729491443989947,-0.809292059988041,2574,1,0,0,1,0,0,1,0,0,False,False,True,True,False
0,0,1,3,0,0,-0.7874135387866439,4,-0.719779887864469,1,-1.0172463264814442,-1.5675737875514397,-0.14348900470503298,0.8397722656061064,2034,1,1,1,1,0,0,1,1,0,True,True,False,False,True
0,3,1,3,0,0,-0.5382110094213038,0,-0.7284454707555982,3,-0.5148032135300246,-0.44176670082963587,0.6729491443989947,1.5268824012703344,1294,1,1,0,0,0,0,1,1,1,True,False,True,True,False
3,1,0,0,1,0,1.136983771312371,4,-0.20273344202709456,1,1.4949692382756534,0.6840403858921679,0.8770586816750016,-1.6338242227851147,3752,1,1,0,1,0,0,0,0,1,True,False,False,False,True
3,0,3,1,1,0,-1.3273523524115471,4,-0.3648520552819697,0,-0.01236010057860512,-1.2861220158709887,1.4213507810776866,-0.5344480057223497,3273,1,0,1,1,0,0,0,1,0,True,False,True,True,False
1,1,3,3,1,0,-0.13671804544381153,0,-0.08322061132027127,3,-0.5148032135300246,-1.0046702441905377,-1.0279636662343963,1.1146163198717975,931,1,1,0,0,0,0,1,1,1,False,False,False,False,True
0,2,2,0,1,0,1.026227091594442,4,-0.09260832611899454,3,0.9925261253242339,0.5433145000519424,1.0811682189510086,-1.221558141386578,3493,0,1,0,0,0,0,1,0,0,True,False,True,True,False
1,3,1,2,1,0,0.7078016374053964,3,-0.6999212604056313,0,-1.0172463264814442,-1.4268479017112141,-0.27956202955570425,-0.3970259785895041,1493,1,1,0,1,0,0,0,0,1,True,False,True,True,False
1,0,0,3,0,0,1.0539162615239241,1,-0.7071425794815723,2,-1.0172463264814442,-1.4268479017112141,-0.6877811041077181,-0.9467140871208866,1133,0,0,0,1,0,0,1,1,1,False,False,False,False,False
3,2,0,2,2,5,0.6385787125816907,1,0.17313621587563366,0,-1.0172463264814442,-1.708299673391665,0.3327665822723165,0.42750618420756953,2139,1,0,0,0,1,1,1,1,1,True,False,False,False,True
2,1,3,0,0,0,1.5107875653603808,3,-0.7320561302935686,1,0.9925261253242339,-0.30104081498941043,-1.5722557656370815,-1.6338242227851147,2050,1,0,0,0,1,1,1,0,1,False,True,False,True,False
2,1,0,2,1,0,0.15401823881575183,4,-0.2843343475852277,2,-0.5148032135300246,0.6840403858921679,-1.096000178659732,-1.221558141386578,2609,1,1,0,1,1,1,1,0,1,True,False,True,False,True
1,0,2,3,2,4,-1.4519536170942173,4,2.2041322059840356,3,0.9925261253242339,1.6691215867737461,-1.3001097159357389,0.5649282113404152,2404,1,0,0,1,0,0,1,0,1,False,True,False,True,False
3,1,1,3,2,4,0.08479531399204628,3,-0.3359667789782057,0,-0.01236010057860512,-0.019589043308959476,1.4213507810776866,0.8397722656061064,1929,1,1,1,0,1,1,1,0,0,False,True,False,False,False
0,2,1,0,2,5,0.6801124674759141,3,0.16122103940033106,2,1.4949692382756534,1.6691215867737461,1.0811682189510086,-1.3589801685194234,2803,0,1,1,0,0,0,1,1,0,True,False,True,False,True
0,3,2,2,0,0,-1.6734669765300751,3,-0.7165302942802956,0,0.9925261253242339,1.1062180434128444,-0.4836715668317112,-1.221558141386578,1284,1,1,0,0,1,1,0,1,1,False,False,False,True,False
1,1,0,3,2,5,-1.4796427870236994,3,0.047124198000463496,1,-0.01236010057860512,0.40258861421171693,-0.5517080792570468,-1.221558141386578,1526,1,0,1,1,1,1,0,0,1,False,False,True,True,False
0,3,3,1,2,5,-0.16440721537329375,3,-0.42876072910404733,3,-0.01236010057860512,-0.30104081498941043,1.1492047313763443,-0.12218192432381292,2014,1,1,0,1,0,0,1,0,0,False,False,True,False,False
0,1,3,0,0,0,0.7631799772643608,3,-0.7056983156663841,3,-1.0172463264814442,-1.4268479017112141,1.2852777562270155,1.1146163198717975,2334,1,1,0,0,0,0,1,1,0,True,False,False,False,False
3,2,2,0,0,0,1.1785175262065941,4,-0.7306118664783805,3,0.9925261253242339,-0.16031492914918494,-0.6877811041077181,0.977194292738952,3579,0,0,0,0,1,1,1,1,1,False,True,False,False,False
1,0,2,0,1,0,1.4277200555719343,4,-0.705337249712587,0,-1.0172463264814442,-0.8639443583503124,1.4213507810776866,-0.809292059988041,2838,0,0,0,0,1,1,0,0,1,False,True,False,False,False
3,1,1,0,2,3,-0.17825180033803487,1,0.6020825689865281,2,-0.5148032135300246,-1.1453961300307633,-0.21152551713036863,-0.25960395145665854,2946,0,0,1,1,1,1,1,0,1,True,False,False,False,True
3,1,3,2,0,0,1.4277200555719343,1,-0.7230294814486424,3,-1.5196894394328635,-1.2861220158709887,-1.0279636662343963,0.8397722656061064,1627,1,0,0,1,0,0,0,0,0,True,True,False,False,False
2,1,2,0,0,0,1.3584971307482288,4,-0.7190577559568749,3,-0.5148032135300246,1.1062180434128444,-1.3001097159357389,-0.3970259785895041,2643,1,0,0,1,1,1,0,1,1,False,False,False,False,True
3,1,1,0,2,4,-1.4657982020589584,3,0.7667286439179827,3,-0.5148032135300246,0.8247662717323934,-1.5042192532117458,0.977194292738952,2225,1,1,1,1,1,1,1,1,1,True,False,True,False,False
0,2,0,2,0,0,0.26477491853368074,3,-0.7017265901746166,0,-0.01236010057860512,-0.5824925866698614,1.4213507810776866,-0.809292059988041,2196,0,0,0,1,0,0,1,0,1,True,True,False,True,False
3,3,0,0,2,1,-0.7735689538219027,1,1.9470532468805366,1,1.4949692382756534,1.3876698150932953,0.4688396071229878,-1.496402195652269,5476,0,1,1,0,1,1,1,0,1,True,False,False,True,False
1,3,1,1,2,4,0.5278220328637618,0,-0.5533284831640294,1,-0.01236010057860512,0.6840403858921679,0.06062053257097393,1.2520383470046432,1318,1,1,1,0,0,0,1,1,1,True,True,False,False,False
0,0,1,0,0,0,1.2338958660655586,1,-0.7107532390195428,0,0.4900830123728144,1.1062180434128444,0.5368761195483234,-1.6338242227851147,1602,1,0,0,1,0,0,1,1,0,False,False,False,False,False
0,2,2,2,0,0,0.7493353922996197,3,-0.6988380625442402,0,1.4949692382756534,-1.0046702441905377,0.8770586816750016,1.2520383470046432,2202,0,1,0,1,1,1,1,1,1,True,True,False,True,False
1,0,3,0,1,0,0.09863989895678739,4,-0.1157165471620057,0,-1.5196894394328635,-0.8639443583503124,0.12865704499630956,0.1526621299418783,2574,0,0,1,1,1,1,1,1,0,False,False,True,False,True
3,3,2,3,2,1,-0.1090288755143293,3,2.0802865838316476,0,-1.0172463264814442,1.2469439292530697,-1.3681462283610746,-0.9467140871208866,4158,0,1,1,0,0,0,1,0,0,False,False,False,True,False
1,3,1,3,1,0,-0.03980595069062374,0,-0.10777309617847061,2,-0.5148032135300246,1.6691215867737461,1.2852777562270155,1.389460374137489,1075,1,1,1,1,0,0,1,1,1,False,False,False,True,False
2,2,1,1,2,1,1.5800104901840866,4,1.0375281092657695,1,-1.0172463264814442,-0.5824925866698614,-0.41563505440637555,-1.3589801685194234,3876,1,1,1,1,0,0,1,1,0,False,True,False,False,True
3,0,3,1,0,0,-1.5765548817768873,4,-0.7010044582670225,2,0.9925261253242339,-0.30104081498941043,-1.3681462283610746,0.0152401028090327,2674,0,1,1,0,1,1,0,0,0,False,False,False,True,False
2,2,1,1,0,0,1.026227091594442,1,-0.7172524261878896,0,0.4900830123728144,-0.16031492914918494,1.4213507810776866,-0.12218192432381292,1892,1,0,0,0,0,0,1,1,0,True,False,False,False,False
0,0,3,1,0,0,0.6524232975464319,1,-0.7190577559568749,1,1.4949692382756534,0.9654921575726189,0.809022169249666,-1.0841361142537322,1960,0,0,1,0,0,0,1,0,1,True,False,True,False,True
1,0,2,2,0,0,-0.2197855552322582,1,-0.726640140986613,1,-0.01236010057860512,1.1062180434128444,-1.2320732035104032,-0.25960395145665854,1161,1,0,1,1,0,0,0,0,1,False,True,False,False,True
3,2,3,0,0,0,1.5384767352898632,1,-0.7291676026631922,2,-0.01236010057860512,-1.0046702441905377,1.4213507810776866,0.1526621299418783,2176,1,0,1,1,0,0,1,1,1,False,False,True,True,False
2,3,0,3,2,1,1.6630779999725331,3,2.770283621537809,2,-1.5196894394328635,-0.8639443583503124,0.6049126319736591,-0.5344480057223497,4877,1,1,0,1,1,1,0,0,1,False,True,False,False,True
3,0,1,3,2,3,0.8047137321585841,1,0.5287861803657271,2,1.4949692382756534,0.6840403858921679,0.40080309469765213,0.0152401028090327,2785,0,0,1,1,0,0,1,1,1,False,False,True,True,False
0,1,0,1,0,0,0.1263290688862696,1,-0.7136417666499192,2,0.4900830123728144,0.121136842531266,0.8770586816750016,0.1526621299418783,1731,1,1,1,0,0,0,0,0,1,True,True,False,False,False
2,0,2,0,1,0,0.9846933367002186,1,-0.7150860304651074,3,-1.5196894394328635,1.1062180434128444,-0.3475985419810399,1.5268824012703344,1641,1,1,0,0,1,1,0,0,1,False,False,False,False,True
0,0,2,1,1,0,1.7184563398314976,3,-0.2619482584498106,2,0.4900830123728144,0.26186272837149144,1.1492047313763443,0.5649282113404152,2695,0,0,1,1,1,1,1,1,1,True,False,False,False,False
1,0,3,1,1,0,0.8600920720175486,0,-0.2200646078093529,1,-0.5148032135300246,-0.16031492914918494,0.26473006984698083,-1.496402195652269,1381,0,0,1,1,1,1,1,1,0,False,True,False,False,True
1,1,2,3,2,3,1.4830983954308987,0,1.2086733713655708,0,-1.0172463264814442,0.5433145000519424,1.6254603183536935,0.5649282113404152,2658,0,0,1,1,0,0,0,1,0,True,False,False,True,False
3,0,1,1,0,0,0.27861950349842185,3,-0.7013655242208195,2,-1.0172463264814442,-0.30104081498941043,0.12865704499630956,0.5649282113404152,1911,0,1,1,0,0,0,0,1,0,False,False,False,True,False
1,3,1,0,2,3,0.0017278042035995989,3,-0.4908640731571398,2,-0.01236010057860512,-1.5675737875514397,-0.5517080792570468,1.2520383470046432,2010,1,1,0,1,1,1,1,1,1,False,False,False,True,False
